PLAYERID,PLAYER_SLUG,STRENGTHS
1465159,diao-ousmane,Positioning
1465159,diao-ousmane,Ground duels
803671,stefan-gartenmann,Ground duels
803671,stefan-gartenmann,Positioning
1146400,mikkel-fischer,Positioning
37514,jonas-lossl,High claims
575054,martin-fraisl,Long shots saving
879183,elias-olafsson,High claims
879183,elias-olafsson,Long shots saving
136169,ohi-omoijuanfo,Positioning
136169,ohi-omoijuanfo,High pressing
1020422,yuito-suzuki,Consistency
1020422,yuito-suzuki,Long shots
1192383,emmanuel-yeboah,Positioning
943478,nicolai-vallys,Finishing
943478,nicolai-vallys,Positioning
943478,nicolai-vallys,Playmaking
1035238,filip-bundgaard,High pressing
35219,daniel-wass,Passing
35219,daniel-wass,Positioning
35219,daniel-wass,Playmaking
888603,marko-divkovic,Passing
336535,sean-klaiber,Positioning
575270,mathias-greve,Long balls
284727,jordi-vanlerberghe,Tackling
284727,jordi-vanlerberghe,Ground duels
788319,patrick-pentz,High claims
945204,elias-achouri,Playmaking
945204,elias-achouri,High pressing
1162107,roony-bardghji,Passing
119151,mohamed-elyounoussi,High pressing
357746,diogo-goncalves,Penalty taking
357746,diogo-goncalves,Long shots
357746,diogo-goncalves,Passing
137661,viktor-claesson,Long balls
896117,magnus-mattsson,Consistency
896117,magnus-mattsson,Playmaking
896117,magnus-mattsson,High pressing
116660,rasmus-falk-jensen,Playmaking
116660,rasmus-falk-jensen,High pressing
116660,rasmus-falk-jensen,Long balls
992198,paul-mukairu,High pressing
293127,denis-vavro,Ground duels
583806,kevin-diks,Ground duels
583806,kevin-diks,Long balls
1126433,elias-jelert,Ground duels
606530,birger-meling,Ground duels
1189773,munashe-garananga,Positioning
137695,christian-sorensen,Ground duels
137695,christian-sorensen,Passing
885907,nathan-trott,Consistency
885907,nathan-trott,High claims
885907,nathan-trott,Long shots saving
918517,benjamin-nygren,Finishing
280721,marcus-ingvartsen,Penalty taking
1494826,harder-conrad,Long shots
1021272,daniel-svensson,Playmaking
303602,jeppe-tverskov,High pressing
303602,jeppe-tverskov,Ground duels
303602,jeppe-tverskov,Positioning
1108094,adamo-nagalo,Ground duels
1122698,lucas-hey,Ground duels
246197,andreas-hansen,High claims
1409692,wiliam-lykke,Runs out
36210,patrick-mortensen,Finishing
36210,patrick-mortensen,Anchor play
36210,patrick-mortensen,Penalty taking
848034,mads-emil-madsen,Long balls
848034,mads-emil-madsen,High pressing
791930,felix-beijmo,Playmaking
292873,nicolai-poulsen,Positioning
47855,henrik-dalsgaard,Ground duels
828000,frederik-tingager,Positioning
828000,frederik-tingager,Aerial duels
828000,frederik-tingager,Ground duels
932029,leopold-wahlstedt,High claims
15898,jesper-hansen,Long shots saving
1103172,frederik-carstensen,Anchor play
1103172,frederik-carstensen,Ball control
1033346,anders-klynge,Playmaking
809273,mark-brink,Playmaking
809273,mark-brink,Ground duels
988202,pelle-mattsson,Ground duels
1008456,oliver-sonne,Tackling
992167,pontus-rodin,Positioning
95442,nicolai-larsen,Consistency
95442,nicolai-larsen,High claims
873084,manneh-alasana,Playmaking
965015,franco-tongya,Ball control
978289,rami-al-hajj,Passing
978289,rami-al-hajj,Playmaking
353794,viljar-myhra,High claims
39473,martin-hansen,High claims
1126587,willy-kumado,Ground duels
99174,marcel-romer,Ground duels
99174,marcel-romer,Positioning
47860,david-jensen,High claims
1002471,ibrahim-said,High pressing
1094132,anosike-ementa,Positioning
1394016,serginho,Playmaking
1087931,isak-steiner-jensen,High pressing
1015559,sofus-berger,Ball control
1015559,sofus-berger,Passing
954834,bonde-jacob,Long balls
57991,jeppe-gronning,Positioning
841112,daniel-anyembe,Ground duels
939654,zan-zaletel,Ground duels
905936,stephen-odey,Anchor play
1083383,mads-enggard,High pressing
930080,simen-bolkan-nordli,High pressing
363794,wessel-dammers,Ground duels
363794,wessel-dammers,Positioning
155925,paul-izzo,Consistency
155925,paul-izzo,Penalty saving
155925,paul-izzo,Long shots saving
118781,raul-albentosa,Positioning
136715,denis-kolinger,Aerial duels
944374,qamili-lirim,Positioning
944374,qamili-lirim,High pressing
306334,christian-jakobsen,High pressing
1068613,ahmed-iljazovski,Ground duels
959506,malte-kiilerich,Positioning
992547,fredslund-magnus,Tackling
67747,daniel-stenderup,Positioning
857818,filip-dukic,Long shots saving
857818,filip-dukic,High claims
548030,luciano-acosta,Playmaking
548030,luciano-acosta,High pressing
548030,luciano-acosta,Finishing
152132,yuya-kubo,Positioning
152132,yuya-kubo,Long balls
965764,luca-orellano,Consistency
965764,luca-orellano,Playmaking
887836,obinna-nwobodo,Positioning
887836,obinna-nwobodo,Tackling
887836,obinna-nwobodo,High pressing
911583,pavel-bucha,Long balls
330485,matthew-miazga,Ground duels
868843,miles-robinson,Ground duels
868843,miles-robinson,Aerial duels
540004,nick-hagglund,Aerial duels
12994,lionel-messi,Playmaking
12994,lionel-messi,Penalty taking
12994,lionel-messi,Anchor play
16943,luis-suarez,Anchor play
16943,luis-suarez,Long balls
16943,luis-suarez,Finishing
39433,sergio-busquets,Playmaking
39433,sergio-busquets,Long balls
39433,sergio-busquets,Positioning
1117026,federico-redondo,Long balls
1117026,federico-redondo,Positioning
1131700,ruiz-david,Long balls
245133,julian-gressel,Playmaking
849138,negri-franco,Tackling
849138,negri-franco,Ground duels
760618,denis-bouanga,High pressing
760618,denis-bouanga,Positioning
760618,denis-bouanga,Penalty taking
928455,mateusz-bogusz,Consistency
928455,mateusz-bogusz,Direct free kicks
928455,mateusz-bogusz,High pressing
846468,eduard-atuesta,Playmaking
846468,eduard-atuesta,Passing
846468,eduard-atuesta,High pressing
844670,timothy-tillman,High pressing
844670,timothy-tillman,Long balls
128613,ilie-sanchez,Positioning
128613,ilie-sanchez,Aerial duels
793323,sergi-palencia,Tackling
539390,ryan-hollingshead,Tackling
247903,cristian-arango,High pressing
247903,cristian-arango,Positioning
1160386,andres-gomez,High pressing
1160386,andres-gomez,Long shots
1117904,diego-luna,Playmaking
1117904,diego-luna,Passing
883206,braian-ojeda,Long balls
1130613,nelson-palacio,Long balls
1481985,eneli-emeka,Ground duels
1481985,eneli-emeka,Positioning
109064,bryan-oviedo,Ground duels
925133,brayan-vera,Direct free kicks
837497,andrew-brody,Ground duels
149295,zac-macmath,Penalty saving
995072,gabriel-pec,Positioning
995072,gabriel-pec,Consistency
995072,gabriel-pec,Passing
901842,riqui-puig,Consistency
901842,riqui-puig,Long shots
901842,riqui-puig,Long balls
901285,joseph-paintsil,High pressing
901285,joseph-paintsil,Playmaking
147269,gaston-brugman,Consistency
147269,gaston-brugman,Long balls
147269,gaston-brugman,Positioning
149277,diego-fagundez,Passing
149277,diego-fagundez,Playmaking
234890,marky-delgado,Long balls
234890,marky-delgado,Playmaking
976021,edwin-cerrillo,Long balls
24248,maya-yoshida,Positioning
24248,maya-yoshida,Aerial duels
1017474,julian-aude,Ground duels
1139961,carlos-garces,Tackling
1139961,carlos-garces,Ground duels
791799,john-mccarthy,Long shots saving
887055,cucho-hernandez,Consistency
887055,cucho-hernandez,Penalty taking
887055,cucho-hernandez,Positioning
831809,diego-rossi,Playmaking
831809,diego-rossi,Consistency
831809,diego-rossi,Passing
844158,alexandru-matan,Passing
844158,alexandru-matan,Playmaking
796323,yaw-yeboah,Passing
984593,mohamed-farsi,Passing
149026,darlington-nagbe,Long balls
149026,darlington-nagbe,Ground duels
1471659,arfsten-maximilian,Passing
844594,yevhen-cheberko,Ground duels
1176604,sean-zawadzki,Aerial duels
803581,nicholas-hagen,High claims
942252,schulte-patrick,Long shots saving
942252,schulte-patrick,Consistency
985427,rafael-navarro,High pressing
869211,dorde-mihailovic,Long balls
869211,dorde-mihailovic,Playmaking
869211,dorde-mihailovic,Consistency
945420,cole-bassett,Passing
945420,cole-bassett,High pressing
989122,connor-ronan,Playmaking
894157,sam-vines,Ground duels
383550,lewis-morgan,High pressing
383550,lewis-morgan,Finishing
383550,lewis-morgan,Positioning
51785,emil-forsberg,Passing
51785,emil-forsberg,Penalty taking
51785,emil-forsberg,Direct free kicks
1035648,daniel-edelman,Positioning
1015186,john-tolkin,Ground duels
1015186,john-tolkin,Direct free kicks
1017957,dylan-nealis,Ground duels
1107592,monsef-bakrar,High pressing
975216,santiago-rodriguez,High pressing
975216,santiago-rodriguez,Long balls
975216,santiago-rodriguez,Playmaking
832411,hannes-wolf,Playmaking
832411,hannes-wolf,High pressing
885892,james-sands,Positioning
885892,james-sands,Ground duels
885892,james-sands,Tackling
48472,maxi-moralez,Playmaking
48472,maxi-moralez,Long balls
48472,maxi-moralez,Ground duels
845780,keaton-parks,Long balls
1002365,tayvon-gray,Ground duels
859332,birk-risa,Ground duels
1107895,tomas-romero,Penalty saving
973436,matthew-freese,Reflexes
973436,matthew-freese,Handling
973436,matthew-freese,Consistency
333415,felipe-mora,Finishing
822515,evander,Consistency
822515,evander,Penalty taking
822515,evander,Playmaking
100203,santiago-moreno,High pressing
100203,santiago-moreno,Playmaking
989830,david-ayala,Long balls
47278,diego-chara,Tackling
47278,diego-chara,Long balls
47278,diego-chara,Positioning
370226,miguel-araujo,Ground duels
137090,dario-zuparic,Consistency
137090,dario-zuparic,Ground duels
1019870,zac-mcgraw,Positioning
928432,james-pantemis,High claims
973515,trey-muse,Long shots saving
787689,fafa-picault,Positioning
233288,ryan-gauld,Positioning
233288,ryan-gauld,Consistency
233288,ryan-gauld,Playmaking
937110,brian-white,Anchor play
937110,brian-white,Positioning
546416,andres-cubas,Positioning
546416,andres-cubas,Long balls
546416,andres-cubas,Tackling
1002524,pedro-vite,Long balls
147776,alessandro-schopf,Long balls
1464637,ali-ahmed,Passing
1464637,ali-ahmed,Ground duels
884951,javain-brown,Ground duels
576438,karol-swiderski,High pressing
49647,ashley-westwood,Playmaking
243251,junior-urso,Long balls
1095645,adilson-malanda,Positioning
107625,raul-ruidiaz,Long shots
107625,raul-ruidiaz,Passing
107625,raul-ruidiaz,Anchor play
953844,pedro-de-la-vega,Positioning
953844,pedro-de-la-vega,High pressing
772421,jordan-morris,Consistency
134903,albert-rusnak,Direct free kicks
134903,albert-rusnak,Passing
134903,albert-rusnak,Long balls
158557,joao-paulo,Positioning
158557,joao-paulo,Playmaking
1119345,obed-vargas,Ground duels
790171,cristian-roldan,High pressing
981054,danny-leyva,Long balls
869038,nouhou-tolo,Ground duels
754136,yeimar-gomez-andrade,Positioning
754136,yeimar-gomez-andrade,Ground duels
754136,yeimar-gomez-andrade,Consistency
864926,sebastian-kowalczyk,Long balls
864926,sebastian-kowalczyk,Passing
864926,sebastian-kowalczyk,Anchor play
204790,hector-herrera,Playmaking
204790,hector-herrera,Long balls
204790,hector-herrera,Consistency
796330,adalberto-carrasquilla,Playmaking
879780,amine-bassi,Passing
879780,amine-bassi,Playmaking
879780,amine-bassi,Long balls
72903,jan-gregus,Long balls
72903,jan-gregus,Ground duels
840452,artur,Long balls
840452,artur,Positioning
840452,artur,Ground duels
595300,franco-escobar,Tackling
595300,franco-escobar,Ground duels
1105341,micael,Ground duels
800378,daniel-steres,Ground duels
109561,steve-clark,Long shots saving
147570,diego-rubio,Positioning
358938,sebastian-driussi,High pressing
358938,sebastian-driussi,Long balls
358938,sebastian-driussi,Passing
1116373,daniel-pereira,Long balls
1047139,owen-wolff,Passing
819115,jhojan-valencia,Long balls
807419,leo-vaisanen,Long balls
314190,brad-stuver,Long shots saving
15242,teemu-pukki,High pressing
981739,bongokuhle-hlongwane,Long shots
159593,robin-lod,Playmaking
159593,robin-lod,Long balls
985148,joseph-rosales,Playmaking
985148,joseph-rosales,Positioning
314104,wil-trapp,Long balls
985131,carlos-harvey,Positioning
985131,carlos-harvey,Ground duels
976223,hassani-dotson,Long balls
937533,eriksson-victor,Positioning
937533,eriksson-victor,Ground duels
874572,facundo-torres,Penalty taking
874572,facundo-torres,Passing
874572,facundo-torres,Consistency
888812,martin-ojeda,Playmaking
888812,martin-ojeda,Long balls
34193,nicolas-lodeiro,High pressing
34193,nicolas-lodeiro,Playmaking
861493,ivan-angulo,High pressing
861493,ivan-angulo,Passing
990808,cesar-araujo,Long balls
856583,david-brekalo,Ground duels
874084,rodrigo-schlegel,Ground duels
116130,robin-jansson,Ground duels
221350,hany-mukhtar,Penalty taking
221350,hany-mukhtar,Playmaking
221350,hany-mukhtar,Anchor play
277437,tyler-boyd,Long balls
156102,anibal-godoy,Long balls
980282,amar-sejdic,Long balls
1125090,zimmerman-walker,Aerial duels
150047,joe-willis,Reflexes
106258,lorenzo-insigne,Consistency
106258,lorenzo-insigne,Long balls
106258,lorenzo-insigne,High pressing
294597,federico-bernardeschi,Consistency
294597,federico-bernardeschi,Long shots
294597,federico-bernardeschi,High pressing
1017168,jahkeele-marshall-rutty,Ground duels
828012,derrick-etienne-junior,High pressing
829207,richie-laryea,Tackling
829207,richie-laryea,Ground duels
273031,jonathan-osorio,Long balls
988963,matthew-longstaff,Long balls
988963,matthew-longstaff,Playmaking
791600,deybi-flores,Positioning
1470478,coello-alonso,Long balls
1470478,coello-alonso,Tackling
1470478,coello-alonso,Ground duels
1119317,aime-mabika,Long balls
96116,kevin-long,Positioning
96116,kevin-long,Aerial duels
844500,bartosz-slisz,Positioning
844500,bartosz-slisz,Long balls
286923,saba-lobjanidze,Playmaking
857773,tristan-muyumba,Tackling
857773,tristan-muyumba,Long balls
1035650,efrain-morales,Positioning
38531,dax-mccarty,Long balls
870529,brooks-lennon,Passing
335747,stian-gregersen,Ground duels
14889,brad-guzan,Long shots saving
827668,petar-musa,Positioning
869853,jesus-ferreira,Anchor play
869853,jesus-ferreira,Direct free kicks
869853,jesus-ferreira,Playmaking
155953,paul-arriola,Positioning
113593,asier-illarramendi,Positioning
882422,sam-junqua,Ground duels
843250,maarten-paes,Reflexes
843250,maarten-paes,Penalty saving
843250,maarten-paes,Handling
133990,josef-martinez,Passing
133990,josef-martinez,Anchor play
1083069,kwadwo-opoku,Passing
903286,matias-coccaro,Penalty taking
155827,samuel-piette,Long balls
937255,mathieu-choiniere,Passing
937255,mathieu-choiniere,High pressing
937255,mathieu-choiniere,Playmaking
1093230,rida-zouhir,Direct free kicks
1020472,joel-waterman,Ground duels
1022962,jonathan-sirois,Runs out
254895,carles-gil,Playmaking
254895,carles-gil,Consistency
254895,carles-gil,Long balls
1113518,noel-buck,Long balls
886736,mark-anthony-kaye,Positioning
791508,matt-polster,Long balls
791508,matt-polster,Positioning
826946,nacho-gil,Passing
826946,nacho-gil,High pressing
877308,joao-klauss,High pressing
877308,joao-klauss,Positioning
790645,marcel-hartel,Playmaking
790645,marcel-hartel,High pressing
790645,marcel-hartel,Consistency
822372,eduard-lowen,Playmaking
822372,eduard-lowen,High pressing
841725,christopher-durkin,Positioning
869283,tomas-totland,Ground duels
790144,tim-parker,Aerial duels
836289,hugo-cuypers,Positioning
836289,hugo-cuypers,High pressing
836289,hugo-cuypers,Long balls
65953,xherdan-shaqiri,Penalty taking
65953,xherdan-shaqiri,Playmaking
1023088,brian-gutierrez,Playmaking
155950,kellyn-acosta,Passing
963280,navarro-federico,Tackling
963280,navarro-federico,Positioning
888735,maren-haile-selassie,Consistency
888735,maren-haile-selassie,Passing
789415,gaston-gimenez,Long balls
789415,gaston-gimenez,Positioning
829027,fabian-herbers,Long balls
829027,fabian-herbers,High pressing
974512,carlos-teran,Ground duels
120302,rafael-czichos,Ground duels
284605,daniel-gazdag,Playmaking
284605,daniel-gazdag,Penalty taking
284605,daniel-gazdag,High pressing
979325,jose-martinez,Positioning
1025196,jack-mcglynn,Consistency
1025196,jack-mcglynn,Playmaking
1025196,jack-mcglynn,Passing
539948,damion-lowe,Positioning
1025193,nathan-harriel,Aerial duels
1025193,nathan-harriel,Ground duels
873316,jack-elliott,Positioning
1415019,makhanya-olwethu,Positioning
798921,daniel-salloi,High pressing
111016,alan-pulido,High pressing
24925,johnny-russell,Positioning
194446,nemanja-radoja,Ground duels
194446,nemanja-radoja,Long balls
254159,erik-thommy,Long balls
254159,erik-thommy,Passing
254159,erik-thommy,Long shots
227858,remi-walter,Long balls
227858,remi-walter,High pressing
824161,memo-rodriguez,Passing
312330,daniel-rosero-valencia,Ground duels
149300,timothy-melia,Penalty saving
45970,christian-benteke,Anchor play
45970,christian-benteke,Positioning
45970,christian-benteke,Aerial duels
44900,mateusz-klich,High pressing
44900,mateusz-klich,Playmaking
312130,martin-rodriguez,Passing
1025212,theodore-ku-dipietro,High pressing
128353,pedro-santos,Ground duels
539970,steve-birnbaum,Aerial duels
791778,tyler-miller,Runs out
228336,amahl-pellegrino,Finishing
228336,amahl-pellegrino,Penalty taking
228336,amahl-pellegrino,Positioning
867712,jeremy-ebobisse,Long balls
867712,jeremy-ebobisse,Anchor play
981007,hernan-lopez-munoz,High pressing
789680,cristian-espinoza,Playmaking
789680,cristian-espinoza,Direct free kicks
789680,cristian-espinoza,High pressing
867701,jackson-yueill,Playmaking
867701,jackson-yueill,High pressing
976188,rodrigues,Ground duels
976188,rodrigues,Positioning
842345,vitor-costa,Ground duels
842345,vitor-costa,Tackling
1139103,karim-konate,High pressing
1139103,karim-konate,Finishing
1139103,karim-konate,Positioning
1180758,adam-daghim,Positioning
949156,luka-sucic,Playmaking
1155158,oscar-gloukh,Playmaking
1155158,oscar-gloukh,High pressing
1155158,oscar-gloukh,Consistency
987818,maurits-kjaergaard,High pressing
987818,maurits-kjaergaard,Playmaking
1012657,lucas-gourna-douath,Positioning
918429,mads-bidstrup,Positioning
